username,acc,truth,top_n,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
gloriabellmovie,0.6666666666666666,"['Comedy', 'Drama', 'Romance']","['Drama', 'Comedy', 'Music']",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
godzillamovie,0.0,"['Action', 'Adventure', 'Fantasy']","['Drama', 'Comedy', 'Sci-Fi']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
goodboysmovie,0.0,"['Adventure', 'Comedy']","['Drama', 'Crime']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gretafilm,0.6666666666666666,"['Drama', 'Mystery', 'Thriller']","['Drama', 'Thriller', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
happydeathdaymovie,0.3333333333333333,"['Comedy', 'Horror', 'Mystery']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hellboymovie,0.0,"['Action', 'Adventure', 'Fantasy']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hersmellmovie,0.5,"['Drama', 'Music']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
highlifemovie,0.3333333333333333,"['Adventure', 'Drama', 'Mystery']","['Drama', 'Music', 'Biography']",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
hotelmumbaifilm,0.3333333333333333,"['Drama', 'History', 'Thriller']","['Drama', 'Romance', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
httydragon,0.0,"['Action', 'Adventure', 'Animation']","['Drama', 'Crime', 'Comedy']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hustlemovie,0.5,"['Comedy', 'Crime']","['Drama', 'Crime']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
isntitromantic,0.3333333333333333,"['Comedy', 'Fantasy', 'Romance']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
johnwickmovie,0.0,"['Action', 'Crime', 'Thriller']","['Drama', 'Comedy', 'Family']",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
lalloronamovie,0.0,"['Horror', 'Mystery', 'Thriller']","['Drama', 'Comedy', 'Music']",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
lastblackmansf,1.0,['Drama'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
latenightmovie,1.0,"['Comedy', 'Drama']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lionking,0.3333333333333333,"['Adventure', 'Animation', 'Drama']","['Drama', 'Documentary', 'Comedy']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
littlethemovie,0.0,"['Comedy', 'Fantasy', 'Romance']","['Drama', 'Crime', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
littlewoodsfilm,0.3333333333333333,"['Crime', 'Drama', 'Western']","['Drama', 'Music', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
longshotmovie,0.5,"['Comedy', 'Romance']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mamovie2019,0.0,"['Horror', 'Thriller']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
meninblack,0.3333333333333333,"['Action', 'Adventure', 'Comedy']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
midsommarmovie,0.3333333333333333,"['Drama', 'Horror', 'Mystery']","['Drama', 'Comedy', 'Action']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
missbalamovie,0.3333333333333333,"['Action', 'Crime', 'Drama']","['Drama', 'Comedy', 'Mystery']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
missinglinkfilm,0.0,"['Adventure', 'Animation', 'Comedy']","['Drama', 'History', 'Crime']",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
onceinhollywood,1.0,"['Comedy', 'Drama']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
onthebasisofsex,0.5,"['Biography', 'Drama']","['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
overcomermovie,0.5,"['Drama', 'Sport']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
petsematarymovie,0.3333333333333333,"['Horror', 'Mystery', 'Thriller']","['Drama', 'Documentary', 'Thriller']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
pomsmovie,0.3333333333333333,"['Comedy', 'Drama', 'Sport']","['Drama', 'Crime', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
rocketmanmovie,0.3333333333333333,"['Biography', 'Drama', 'Music']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scarystoriesmovie,0.3333333333333333,"['Horror', 'Mystery', 'Thriller']","['Drama', 'Documentary', 'Thriller']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
secretlifeofpets,0.3333333333333333,"['Adventure', 'Animation', 'Comedy']","['Drama', 'Comedy', 'Action']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
serenityfilm,0.3333333333333333,"['Drama', 'Mystery', 'Thriller']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shaftmovie,0.3333333333333333,"['Action', 'Comedy', 'Crime']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shazammovie,0.3333333333333333,"['Action', 'Adventure', 'Comedy']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
spidermanmovie,0.0,"['Action', 'Adventure', 'Sci-Fi']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
stubermovie,0.0,"['Action', 'Comedy', 'Crime']","['Drama', 'Animation', 'Mystery']",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
taosdfilm,0.3333333333333333,"['Comedy', 'Drama', 'Sport']","['Drama', 'Biography', 'Thriller']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
teenspiritmov,0.5,"['Drama', 'Music']","['Drama', 'Documentary']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
thebestofenemies,0.3333333333333333,"['Biography', 'Drama', 'History']","['Drama', 'Animation', 'Thriller']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
thedeaddontdie,0.0,"['Comedy', 'Fantasy', 'Horror']","['Drama', 'Music', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
thefarewell,0.5,"['Comedy', 'Drama']","['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
thehummingbirdprojectfilm,0.0,['Thriller'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
theintrudermovie,0.3333333333333333,"['Drama', 'Horror', 'Mystery']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
thekitchenmovie,0.3333333333333333,"['Action', 'Crime', 'Drama']","['Drama', 'Documentary', 'Thriller']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
thelegomovie,0.0,"['Action', 'Adventure', 'Animation']","['Drama', 'Crime', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
themustangfilm,1.0,['Drama'],['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
theprodigymovie,0.0,"['Horror', 'Thriller']","['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
thesunisalsoastar,0.5,"['Drama', 'Romance']","['Drama', 'Comedy']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
theupsidefilm,0.5,"['Comedy', 'Drama']","['Drama', 'Animation']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tolkienmovie,0.3333333333333333,"['Biography', 'Drama', 'War']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
toystory,0.3333333333333333,"['Adventure', 'Animation', 'Comedy']","['Drama', 'Comedy', 'History']",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
triplefrontier,0.0,"['Action', 'Adventure', 'Crime']","['Drama', 'Documentary', 'Biography']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uglydolls,0.0,"['Adventure', 'Animation', 'Comedy']","['Drama', 'Crime', 'Action']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underthesilverlake,0.6666666666666666,"['Comedy', 'Crime', 'Drama']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
usmovie,0.0,"['Horror', 'Mystery', 'Thriller']","['Drama', 'Documentary', 'Comedy']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
whatmenwant,0.0,"['Comedy', 'Fantasy', 'Romance']","['Drama', 'Crime', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
wonderparkmovie,0.3333333333333333,"['Adventure', 'Animation', 'Comedy']","['Drama', 'Comedy', 'Mystery']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
xmenmovies,0.0,"['Action', 'Adventure', 'Sci-Fi']","['Drama', 'Comedy', 'Animation']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yesterdaymovie,0.3333333333333333,"['Comedy', 'Fantasy', 'Music']","['Drama', 'Comedy', 'Documentary']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
